,,,שנה קבלת אירוע,Total,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2017,2017,2017
מועצה  מקומית או עירייה או מועצה אזורית,נושא ארוע,סוג אירוע,רבעון קבלת אירוע,,Total,Q1,Q2,Q3,Q4,Total,Q1,Q2,Q3,Q4,Total,Q1,Q2
גבעתיים,אלימות,סכסוך - שכנים,,229,-,-,-,-,-,158,-,36,59,63,71,49,22
גבעתיים,אלימות,סכסוך שכנים עסקי,,338,252,50,64,71,67,86,77,9,-,-,-,-,-
גבעתיים,סמים ואלכוהול,Total,,85,40,$,12,13,11,33,5,7,10,11,12,7,5
גבעתיים,סמים ואלכוהול,שכרות,,85,40,$,12,13,11,33,5,7,10,11,12,7,5
גדרה,Total,,,5958,2428,422,765,710,531,2580,489,723,707,661,950,476,474
גדרה,תנועה,Total,,2707,967,215,230,248,274,1243,277,303,343,320,497,292,205
גדרה,תנועה,הסגת גבול - חניה פרטית,,269,-,-,-,-,-,191,-,47,79,65,78,43,35
גדרה,תנועה,חסימת מעבר,,1897,736,166,179,184,207,829,199,198,215,217,332,193,139
גדרה,תנועה,רכב חונה באיסור,,541,231,49,51,64,67,223,78,58,49,38,87,56,31
גדרה,איכות חיים,Total,,2799,1263,147,482,417,217,1150,167,363,309,311,386,144,242
גדרה,איכות חיים,גרימת רעש מבית,,1830,829,107,327,253,142,734,120,244,180,190,267,111,156
גדרה,איכות חיים,גרימת רעש ממקום ציבורי,,909,402,36,142,155,69,394,42,116,124,112,113,32,81
גדרה,איכות חיים,גרימת רעש מעסק,,60,32,$,13,9,6,22,5,$,5,9,6,$,5
גדרה,סדר ציבורי,Total,,220,91,27,24,20,20,96,17,28,33,18,33,19,14
גדרה,סדר ציבורי,"אדם/חנ""ש/נרקומן משתולל",,220,91,27,24,20,20,96,17,28,33,18,33,19,14
גדרה,אלימות,Total,,168,86,25,24,21,16,63,23,18,15,7,19,12,7
גדרה,אלימות,סכסוך - שכנים,,58,-,-,-,-,-,39,-,17,15,7,19,12,7
גדרה,אלימות,סכסוך שכנים עסקי,,110,86,25,24,21,16,24,23,$,-,-,-,-,-
גדרה,סמים ואלכוהול,Total,,64,21,8,5,$,$,28,5,11,7,5,15,9,6
גדרה,סמים ואלכוהול,שכרות,,64,21,8,5,$,$,28,5,11,7,5,15,9,6
גן יבנה,Total,,,5161,2154,348,701,607,498,2255,350,657,626,622,752,415,337
גן יבנה,תנועה,Total,,2077,782,151,194,247,190,904,166,231,250,257,391,236,155
גן יבנה,תנועה,הסגת גבול - חניה פרטית,,41,-,-,-,-,-,24,-,6,10,8,17,10,7
גן יבנה,תנועה,חסימת מעבר,,1594,556,104,131,171,150,724,139,189,192,204,314,184,130
גן יבנה,תנועה,רכב חונה באיסור,,442,226,47,63,76,40,156,27,36,48,45,60,42,18
גן יבנה,איכות חיים,Total,,2707,1183,154,451,310,268,1213,152,387,334,340,311,147,164
גן יבנה,איכות חיים,גרימת רעש מבית,,1789,759,120,273,192,174,813,116,246,215,236,217,105,112
גן יבנה,איכות חיים,גרימת רעש ממקום ציבורי,,887,405,33,173,111,88,395,36,140,116,103,87,38,49
גן יבנה,איכות חיים,גרימת רעש מעסק,,31,19,$,5,7,6,5,-,$,$,$,7,$,$
גן יבנה,סדר ציבורי,Total,,212,110,24,28,25,33,76,14,28,22,12,26,17,9
גן יבנה,סדר ציבורי,"אדם/חנ""ש/נרקומן משתולל",,212,110,24,28,25,33,76,14,28,22,12,26,17,9
גן יבנה,אלימות,Total,,133,69,15,25,22,7,44,14,7,15,8,20,11,9
גן יבנה,אלימות,סכסוך - שכנים,,49,-,-,-,-,-,29,-,6,15,8,20,11,9
גן יבנה,אלימות,סכסוך שכנים עסקי,,84,69,15,25,22,7,15,14,$,-,-,-,-,-
גן יבנה,סמים ואלכוהול,Total,,32,10,$,$,$,-,18,$,$,5,5,$,$,-
גן יבנה,סמים ואלכוהול,שכרות,,32,10,$,$,$,-,18,$,$,5,5,$,$,-
גני תקווה,Total,,,2734,928,200,269,230,229,1318,216,359,340,403,488,295,193
גני תקווה,תנועה,Total,,1359,412,108,101,90,113,665,129,158,183,195,282,196,86
גני תקווה,תנועה,הסגת גבול - חניה פרטית,,227,-,-,-,-,-,147,-,52,39,56,80,56,24
גני תקווה,תנועה,חסימת מעבר,,605,202,53,41,49,59,290,73,64,75,78,113,89,24
גני תקווה,תנועה,רכב חונה באיסור,,527,210,55,60,41,54,228,56,42,69,61,89,51,38
גני תקווה,איכות חיים,Total,,1232,460,82,156,121,101,600,78,187,145,190,172,79,93
גני תקווה,איכות חיים,גרימת רעש מבית,,501,215,34,79,54,48,216,35,81,50,50,70,37,33
גני תקווה,איכות חיים,גרימת רעש ממקום ציבורי,,668,221,43,69,61,48,352,42,96,87,127,95,37,58
גני תקווה,איכות חיים,גרימת רעש מעסק,,63,24,5,8,6,5,32,$,10,8,13,7,5,$
גני תקווה,סדר ציבורי,Total,,49,18,5,$,$,5,19,$,$,$,7,12,10,$
גני תקווה,סדר ציבורי,"אדם/חנ""ש/נרקומן משתולל",,49,18,5,$,$,5,19,$,$,$,7,12,10,$
גני תקווה,אלימות,Total,,84,34,$,5,15,10,30,5,9,8,8,20,8,12
גני תקווה,אלימות,סכסוך - שכנים,,43,-,-,-,-,-,23,-,7,8,8,20,8,12
גני תקווה,אלימות,סכסוך שכנים עסקי,,41,34,$,5,15,10,7,5,$,-,-,-,-,-
גני תקווה,סמים ואלכוהול,Total,,10,$,$,$,-,-,$,-,$,-,$,$,$,-
גני תקווה,סמים ואלכוהול,שכרות,,10,$,$,$,-,-,$,-,$,-,$,$,$,-
דבורייה,Total,,,100,33,9,$,8,13,44,$,11,18,11,23,14,9
דבורייה,תנועה,Total,,38,14,6,$,$,5,17,$,6,6,$,7,5,$
דבורייה,תנועה,הסגת גבול - חניה פרטית,,$,-,-,-,-,-,$,-,-,-,$,-,-,-
דבורייה,תנועה,חסימת מעבר,,34,13,5,$,$,5,14,$,6,5,$,7,5,$
דבורייה,תנועה,רכב חונה באיסור,,$,$,$,-,-,-,$,-,-,$,-,-,-,-
דבורייה,איכות חיים,Total,,8,$,-,$,$,-,$,$,$,-,-,$,$,$
דבורייה,איכות חיים,גרימת רעש מבית,,$,-,-,-,-,-,$,$,-,-,-,-,-,-
דבורייה,איכות חיים,גרימת רעש ממקום ציבורי,,6,$,-,$,$,-,$,-,$,-,-,$,$,$
דבורייה,סדר ציבורי,Total,,24,9,-,-,$,6,10,-,$,6,$,5,$,$
דבורייה,סדר ציבורי,"אדם/חנ""ש/נרקומן משתולל",,24,9,-,-,$,6,10,-,$,6,$,5,$,$
דבורייה,אלימות,Total,,26,7,$,-,$,$,12,-,$,6,$,7,$,$
דבורייה,אלימות,סכסוך - שכנים,,19,-,-,-,-,-,12,-,$,6,$,7,$,$
דבורייה,אלימות,סכסוך שכנים עסקי,,7,7,$,-,$,$,-,-,-,-,-,-,-,-
דבורייה,סמים ואלכוהול,Total,,$,$,$,-,-,-,$,$,-,-,$,$,-,$
דבורייה,סמים ואלכוהול,שכרות,,$,$,$,-,-,-,$,$,-,-,$,$,-,$
דייר אל-אסד ראה שגור,Total,,,222,82,8,22,39,13,104,18,22,41,23,36,20,16
דייר אל-אסד ראה שגור,תנועה,Total,,94,34,$,12,14,5,46,10,12,11,13,14,6,8
דייר אל-אסד ראה שגור,תנועה,הסגת גבול - חניה פרטית,,6,-,-,-,-,-,$,-,$,$,$,$,$,-
דייר אל-אסד ראה שגור,תנועה,חסימת מעבר,,76,28,$,9,13,$,36,7,9,9,11,12,$,8
דייר אל-אסד ראה שגור,תנועה,רכב חונה באיסור,,12,6,$,$,$,$,6,$,$,$,$,-,-,-
דייר אל-אסד ראה שגור,איכות חיים,Total,,82,34,$,7,21,$,36,$,7,20,7,12,7,5
דייר אל-אסד ראה שגור,איכות חיים,גרימת רעש מבית,,10,$,$,-,-,$,7,-,-,6,$,$,-,$
דייר אל-אסד ראה שגור,איכות חיים,גרימת רעש מבית תפילה,,$,-,-,-,-,-,-,-,-,-,-,$,$,$
דייר אל-אסד ראה שגור,איכות חיים,גרימת רעש ממקום ציבורי,,61,29,$,6,20,$,27,$,5,14,6,5,$,$
דייר אל-אסד ראה שגור,איכות חיים,גרימת רעש מעסק,,8,$,-,$,$,$,$,-,$,-,-,$,$,-
דייר אל-אסד ראה שגור,סדר ציבורי,Total,,26,9,$,$,$,$,11,5,-,6,-,6,5,$
דייר אל-אסד ראה שגור,סדר ציבורי,"אדם/חנ""ש/נרקומן משתולל",,26,9,$,$,$,$,11,5,-,6,-,6,5,$
דייר אל-אסד ראה שגור,אלימות,Total,,18,$,$,$,$,$,11,$,$,$,$,$,$,$
דייר אל-אסד ראה שגור,אלימות,סכסוך - שכנים,,12,-,-,-,-,-,9,-,$,$,$,$,$,$
דייר אל-אסד ראה שגור,אלימות,סכסוך שכנים עסקי,,6,$,$,$,$,$,$,$,$,-,-,-,-,-
דייר אל-אסד ראה שגור,סמים ואלכוהול,Total,,$,$,$,-,-,-,-,-,-,-,-,$,-,$
דייר אל-אסד ראה שגור,סמים ואלכוהול,שכרות,,$,$,$,-,-,-,-,-,-,-,-,$,-,$
דייר חנא,Total,,,163,63,8,13,32,10,72,11,20,25,16,28,21,7
דייר חנא,תנועה,Total,,68,21,$,5,8,$,30,6,5,11,8,17,15,$
דייר חנא,תנועה,הסגת גבול - חניה פרטית,,$,-,-,-,-,-,$,-,-,$,-,$,$,-
דייר חנא,תנועה,חסימת מעבר,,49,11,$,$,5,$,25,$,5,9,7,13,11,$
דייר חנא,תנועה,רכב חונה באיסור,,16,10,$,$,$,$,$,$,-,$,$,$,$,-
דייר חנא,איכות חיים,Total,,57,27,$,7,17,$,25,$,7,9,6,5,$,$
דייר חנא,איכות חיים,גרימת רעש מבית,,8,$,$,-,$,-,$,-,-,$,-,$,$,$
דייר חנא,איכות חיים,גרימת רעש ממקום ציבורי,,43,22,$,7,13,$,18,$,6,6,$,$,$,$
דייר חנא,איכות חיים,גרימת רעש מעסק,,6,$,-,-,$,-,5,$,$,$,$,-,-,-
דייר חנא,סדר ציבורי,Total,,20,6,-,-,$,$,11,$,5,$,$,$,$,$
דייר חנא,סדר ציבורי,"אדם/חנ""ש/נרקומן משתולל",,20,6,-,-,$,$,11,$,5,$,$,$,$,$
דייר חנא,אלימות,Total,,16,7,$,$,$,$,6,$,$,$,-,$,$,$
דייר חנא,אלימות,סכסוך - שכנים,,8,-,-,-,-,-,5,-,$,$,-,$,$,$
דייר חנא,אלימות,סכסוך שכנים עסקי,,8,7,$,$,$,$,$,$,-,-,-,-,-,-
דייר חנא,סמים ואלכוהול,Total,,$,$,-,-,$,$,-,-,-,-,-,-,-,-
דייר חנא,סמים ואלכוהול,שכרות,,$,$,-,-,$,$,-,-,-,-,-,-,-,-
דימונה,Total,,,8417,3848,697,1022,1277,852,3451,685,875,1022,869,1118,619,499
דימונה,תנועה,Total,,1817,710,186,174,173,177,780,187,203,205,185,327,199,128
דימונה,תנועה,הסגת גבול - חניה פרטית,,35,-,-,-,-,-,25,-,5,10,10,10,6,$
דימונה,תנועה,חסימת מעבר,,1211,455,113,109,111,122,534,137,147,132,118,222,133,89
דימונה,תנועה,רכב חונה באיסור,,571,255,73,65,62,55,221,50,51,63,57,95,60,35
דימונה,איכות חיים,Total,,4817,2319,346,639,862,472,2002,354,503,613,532,496,249,247
דימונה,איכות חיים,גרימת רעש מבית,,3086,1405,274,418,419,294,1302,283,303,347,369,379,205,174
דימונה,איכות חיים,גרימת רעש מבית תפילה,,5,-,-,-,-,-,-,-,-,-,-,5,$,$
דימונה,איכות חיים,גרימת רעש ממקום ציבורי,,1602,853,60,206,417,170,653,64,193,249,147,96,30,66
דימונה,איכות חיים,גרימת רעש מעסק,,124,61,12,15,26,8,47,7,7,17,16,16,11,5
דימונה,סדר ציבורי,Total,,1034,492,103,130,137,122,372,58,91,124,99,170,107,63
דימונה,סדר ציבורי,"אדם/חנ""ש/נרקומן משתולל",,1034,492,103,130,137,122,372,58,91,124,99,170,107,63
דימונה,אלימות,Total,,655,295,56,72,94,73,253,77,62,66,48,107,54,53
דימונה,אלימות,סכסוך - שכנים,,272,-,-,-,-,-,165,-,51,66,48,107,54,53
דימונה,אלימות,סכסוך שכנים עסקי,,383,295,56,72,94,73,88,77,11,-,-,-,-,-
דימונה,סמים ואלכוהול,Total,,94,32,6,7,11,8,44,9,16,14,5,18,10,8
דימונה,סמים ואלכוהול,שכרות,,94,32,6,7,11,8,44,9,16,14,5,18,10,8
דלית אל כרמל-עוספיה,Total,,,526,198,43,64,56,35,242,33,68,72,69,86,53,33
דלית אל כרמל-עוספיה,תנועה,Total,,281,104,26,31,20,27,122,24,26,31,41,55,36,19
דלית אל כרמל-עוספיה,תנועה,הסגת גבול - חניה פרטית,,6,-,-,-,-,-,$,-,-,$,$,$,$,-
דלית אל כרמל-עוספיה,תנועה,חסימת מעבר,,206,70,16,20,14,20,94,18,19,23,34,42,25,17
דלית אל כרמל-עוספיה,תנועה,רכב חונה באיסור,,69,34,10,11,6,7,25,6,7,6,6,10,8,$
דלית אל כרמל-עוספיה,איכות חיים,Total,,90,37,$,13,16,$,45,-,12,20,13,8,$,5
דלית אל כרמל-עוספיה,איכות חיים,גרימת רעש מבית,,32,16,$,6,7,$,13,-,5,6,$,$,$,-
דלית אל כרמל-עוספיה,איכות חיים,גרימת רעש ממקום ציבורי,,50,17,-,6,9,$,28,-,5,12,11,5,-,5
דלית אל כרמל-עוספיה,איכות חיים,גרימת רעש מעסק,,8,$,$,$,-,$,$,-,$,$,-,-,-,-
דלית אל כרמל-עוספיה,סדר ציבורי,Total,,82,29,9,13,5,$,38,$,11,14,10,15,10,5
דלית אל כרמל-עוספיה,סדר ציבורי,"אדם/חנ""ש/נרקומן משתולל",,82,29,9,13,5,$,38,$,11,14,10,15,10,5
דלית אל כרמל-עוספיה,אלימות,Total,,64,27,$,7,15,$,33,6,18,7,$,$,$,$
דלית אל כרמל-עוספיה,אלימות,סכסוך - שכנים,,29,-,-,-,-,-,25,-,16,7,$,$,$,$
דלית אל כרמל-עוספיה,אלימות,סכסוך שכנים עסקי,,35,27,$,7,15,$,8,6,$,-,-,-,-,-
דלית אל כרמל-עוספיה,סמים ואלכוהול,Total,,9,$,-,-,-,$,$,-,$,-,$,$,$,$
דלית אל כרמל-עוספיה,סמים ואלכוהול,שכרות,,9,$,-,-,-,$,$,-,$,-,$,$,$,$
הוד השרון,Total,,,14096,5377,1111,1504,1413,1349,6272,1208,1723,1605,1736,2447,1398,1049
הוד השרון,תנועה,Total,,8234,2879,669,660,752,798,3811,786,972,1020,1033,1544,993,551
הוד השרון,תנועה,הסגת גבול - חניה פרטית,,760,-,-,-,-,-,497,-,134,175,188,263,174,89
הוד השרון,תנועה,חסימת מעבר,,5101,1907,436,433,501,537,2264,521,568,587,588,930,595,335
הוד השרון,תנועה,רכב חונה באיסור,,2373,972,233,227,251,261,1050,265,270,258,257,351,224,127
הוד השרון,איכות חיים,Total,,4698,2013,324,719,531,439,1938,307,609,463,559,747,305,442
הוד השרון,איכות חיים,גרימת רעש מבית,,2614,1052,177,386,276,213,1061,190,342,240,289,501,196,305
הוד השרון,איכות חיים,גרימת רעש ממקום ציבורי,,1506,678,85,243,193,157,640,72,207,169,192,188,71,117
הוד השרון,איכות חיים,גרימת רעש מעסק,,578,283,62,90,62,69,237,45,60,54,78,58,38,20
הוד השרון,סדר ציבורי,Total,,520,174,45,55,42,32,270,54,76,53,87,76,47,29
הוד השרון,סדר ציבורי,"אדם/חנ""ש/נרקומן משתולל",,520,174,45,55,42,32,270,54,76,53,87,76,47,29
הוד השרון,אלימות,Total,,519,256,61,53,72,70,203,56,45,59,43,60,43,17
הוד השרון,אלימות,סכסוך - שכנים,,200,-,-,-,-,-,140,-,38,59,43,60,43,17
הוד השרון,אלימות,סכסוך שכנים עסקי,,319,256,61,53,72,70,63,56,7,-,-,-,-,-
הוד השרון,סמים ואלכוהול,Total,,125,55,12,17,16,10,50,5,21,10,14,20,10,10
הוד השרון,סמים ואלכוהול,שכרות,,125,55,12,17,16,10,50,5,21,10,14,20,10,10
הר אדר,Total,,,219,82,12,28,23,19,98,15,22,37,24,39,26,13
הר אדר,תנועה,Total,,101,25,6,5,5,9,53,10,13,16,14,23,19,$
הר אדר,תנועה,הסגת גבול - חניה פרטית,,5,-,-,-,-,-,$,-,-,$,$,$,$,-
הר אדר,תנועה,חסימת מעבר,,54,16,$,$,$,6,30,7,8,10,5,8,5,$
הר אדר,תנועה,רכב חונה באיסור,,42,9,$,$,$,$,19,$,5,5,6,14,13,$
הר אדר,איכות חיים,Total,,106,51,5,22,16,8,41,$,9,19,10,14,5,9
הר אדר,איכות חיים,גרימת רעש מבית,,59,22,$,9,$,6,28,$,7,13,5,9,$,8
הר אדר,איכות חיים,גרימת רעש ממקום ציבורי,,47,29,$,13,12,$,13,-,$,6,5,5,$,$
הר אדר,סדר ציבורי,Total,,$,$,-,-,-,$,$,-,-,$,-,$,$,-
הר אדר,סדר ציבורי,"אדם/חנ""ש/נרקומן משתולל",,$,$,-,-,-,$,$,-,-,$,-,$,$,-
הר אדר,אלימות,Total,,8,5,$,$,$,$,$,$,-,$,-,$,$,-
הר אדר,אלימות,סכסוך - שכנים,,$,-,-,-,-,-,$,-,-,$,-,$,$,-
הר אדר,אלימות,סכסוך שכנים עסקי,,6,5,$,$,$,$,$,$,-,-,-,-,-,-
הר אדר,סמים ואלכוהול,Total,,$,-,-,-,-,-,$,$,-,-,-,-,-,-
הר אדר,סמים ואלכוהול,שכרות,,$,-,-,-,-,-,$,$,-,-,-,-,-,-
הרצלייה,Total,,,23389,9354,1913,2734,2453,2254,10356,2015,3000,2819,2522,3679,2261,1418
הרצלייה,תנועה,Total,,13175,4836,1053,1235,1297,1251,5959,1216,1594,1669,1480,2380,1572,808
הרצלייה,תנועה,הסגת גבול - חניה פרטית,,1092,-,-,-,-,-,675,-,185,253,237,417,286,131
הרצלייה,תנועה,חסימת מעבר,,7046,2508,493,640,663,712,3284,739,903,877,765,1254,814,440
הרצלייה,תנועה,רכב חונה באיסור,,5037,2328,560,595,634,539,2000,477,506,539,478,709,472,237
הרצלייה,איכות חיים,Total,,7831,3466,624,1219,875,748,3371,538,1163,837,833,994,491,503
הרצלייה,איכות חיים,גרימת רעש מבית,,4661,2020,385,710,497,428,2027,361,669,479,518,614,319,295
הרצלייה,איכות חיים,גרימת רעש מבית תפילה,,$,-,-,-,-,-,-,-,-,-,-,$,-,$
הרצלייה,איכות חיים,גרימת רעש ממקום ציבורי,,2507,1093,159,385,300,249,1099,132,411,297,259,315,137,178
הרצלייה,איכות חיים,גרימת רעש מעסק,,661,353,80,124,78,71,245,45,83,61,56,63,35,28
הרצלייה,סדר ציבורי,Total,,948,369,86,113,89,81,441,104,106,139,92,138,94,44
הרצלייה,סדר ציבורי,"אדם/חנ""ש/נרקומן משתולל",,948,369,86,113,89,81,441,104,106,139,92,138,94,44
הרצלייה,אלימות,Total,,1213,588,124,141,170,153,488,141,103,146,98,137,87,50
הרצלייה,אלימות,סכסוך - שכנים,,461,-,-,-,-,-,324,-,80,146,98,137,87,50
הרצלייה,אלימות,סכסוך שכנים עסקי,,752,588,124,141,170,153,164,141,23,-,-,-,-,-
הרצלייה,סמים ואלכוהול,Total,,222,95,26,26,22,21,97,16,34,28,19,30,17,13
הרצלייה,סמים ואלכוהול,שכרות,,222,95,26,26,22,21,97,16,34,28,19,30,17,13
זכרון יעקב,Total,,,3576,1465,307,359,418,381,1608,340,451,435,382,503,271,232
זכרון יעקב,תנועה,Total,,2049,759,164,161,214,220,992,241,252,273,226,298,190,108
זכרון יעקב,תנועה,הסגת גבול - חניה פרטית,,98,-,-,-,-,-,73,-,24,33,16,25,15,10
זכרון יעקב,תנועה,חסימת מעבר,,1520,576,110,131,165,170,723,187,173,187,176,221,134,87
זכרון יעקב,תנועה,רכב חונה באיסור,,431,183,54,30,49,50,196,54,55,53,34,52,41,11
זכרון יעקב,איכות חיים,Total,,1144,519,85,164,153,117,471,67,150,128,126,154,53,101
זכרון יעקב,איכות חיים,גרימת רעש מבית,,567,255,58,73,57,67,225,33,69,58,65,87,34,53
זכרון יעקב,איכות חיים,גרימת רעש מבית תפילה,,5,-,-,-,-,-,-,-,-,-,-,5,-,5
זכרון יעקב,איכות חיים,גרימת רעש ממקום ציבורי,,474,211,22,73,75,41,208,28,66,62,52,55,18,37
זכרון יעקב,איכות חיים,גרימת רעש מעסק,,98,53,5,18,21,9,38,6,15,8,9,7,$,6
זכרון יעקב,סדר ציבורי,Total,,241,111,34,24,27,26,98,19,39,23,17,32,16,16
זכרון יעקב,סדר ציבורי,"אדם/חנ""ש/נרקומן משתולל",,241,111,34,24,27,26,98,19,39,23,17,32,16,16
זכרון יעקב,אלימות,Total,,104,59,17,9,18,15,32,11,$,9,8,13,10,$
זכרון יעקב,אלימות,סכסוך - שכנים,,34,-,-,-,-,-,21,-,$,9,8,13,10,$
זכרון יעקב,אלימות,סכסוך שכנים עסקי,,70,59,17,9,18,15,11,11,-,-,-,-,-,-
זכרון יעקב,סמים ואלכוהול,Total,,38,17,7,$,6,$,15,$,6,$,5,6,$,$
זכרון יעקב,סמים ואלכוהול,שכרות,,38,17,7,$,6,$,15,$,6,$,5,6,$,$
זמר,Total,,,56,13,$,$,5,$,31,12,$,8,7,12,5,7
זמר,תנועה,Total,,13,$,$,$,-,-,7,$,$,$,$,$,$,$
זמר,תנועה,הסגת גבול - חניה פרטית,,$,-,-,-,-,-,$,-,$,-,-,$,$,-
זמר,תנועה,חסימת מעבר,,10,$,$,$,-,-,5,$,-,$,$,$,$,$
זמר,תנועה,רכב חונה באיסור,,$,-,-,-,-,-,$,-,-,$,-,-,-,-
זמר,איכות חיים,Total,,11,$,-,$,$,-,$,-,$,-,$,$,-,$
זמר,איכות חיים,גרימת רעש מבית,,6,$,-,$,-,-,$,-,$,-,-,$,-,$
זמר,איכות חיים,גרימת רעש ממקום ציבורי,,5,$,-,$,$,-,$,-,-,-,$,$,-,$
זמר,סדר ציבורי,Total,,15,5,-,-,$,$,7,$,$,$,$,$,$,$
זמר,סדר ציבורי,"אדם/חנ""ש/נרקומן משתולל",,15,5,-,-,$,$,7,$,$,$,$,$,$,$
זמר,אלימות,Total,,15,-,-,-,-,-,13,7,-,$,$,$,$,$
זמר,אלימות,סכסוך - שכנים,,8,-,-,-,-,-,6,-,-,$,$,$,$,$
זמר,אלימות,סכסוך שכנים עסקי,,7,-,-,-,-,-,7,7,-,-,-,-,-,-
זמר,סמים ואלכוהול,Total,,$,$,-,-,$,$,-,-,-,-,-,-,-,-
זמר,סמים ואלכוהול,שכרות,,$,$,-,-,$,$,-,-,-,-,-,-,-,-
זרזיר,Total,,,237,95,9,34,33,19,95,10,40,30,15,47,19,28
זרזיר,תנועה,Total,,28,10,$,$,$,$,13,$,$,$,6,5,-,5
זרזיר,תנועה,הסגת גבול - חניה פרטית,,$,-,-,-,-,-,$,-,-,$,$,-,-,-
זרזיר,תנועה,חסימת מעבר,,18,7,$,$,$,$,10,$,$,$,$,$,-,$
זרזיר,תנועה,רכב חונה באיסור,,8,$,-,$,$,-,$,-,-,-,$,$,-,$
זרזיר,איכות חיים,Total,,123,47,$,20,19,$,50,$,23,21,$,26,10,16
זרזיר,איכות חיים,גרימת רעש מבית,,15,7,-,6,-,$,5,-,$,$,$,$,$,$
זרזיר,איכות חיים,גרימת רעש מבית תפילה,,$,-,-,-,-,-,-,-,-,-,-,$,$,$
